Index,URL,Text,Type,Domain,Is External
1,https://medium.com/sitemap/sitemap.xml,Sitemap,link,medium.com,false
2,https://rsci.app.link/?%24canonical_url=https%3A%2F%2Fmedium.com%2Fp%2Ff06cdc80a1fc&%7Efeature=LoOpenInAppButton&%7Echannel=ShowPostUnderUser&%7Estage=mobileNavBar&source=post_page---top_nav_layout_nav-----------------------------------------,Open in app,link,rsci.app.link,true
3,https://medium.com/m/signin?operation=login&redirect=https%3A%2F%2Fmedium.com%2F%40shivambhadani_%2Faws-part-1-introduction-to-cloud-and-ec2-f06cdc80a1fc&source=post_page---top_nav_layout_nav-----------------------global_nav------------------,Sign in,link,medium.com,false
4,https://medium.com/?source=post_page---top_nav_layout_nav-----------------------------------------,Medium Logo,link,medium.com,false
5,https://medium.com/m/signin?operation=register&redirect=https%3A%2F%2Fmedium.com%2Fnew-story&source=---top_nav_layout_nav-----------------------new_post_topnav------------------,Write,link,medium.com,false
6,https://medium.com/search?source=post_page---top_nav_layout_nav-----------------------------------------,,link,medium.com,false
7,https://medium.com/m/signin?operation=login&redirect=https%3A%2F%2Fmedium.com%2F%40shivambhadani_%2Faws-part-1-introduction-to-cloud-and-ec2-f06cdc80a1fc&source=post_page---top_nav_layout_nav-----------------------global_nav------------------,Sign in,link,medium.com,false
8,https://medium.com/@shivambhadani_?source=post_page---byline--f06cdc80a1fc---------------------------------------,,link,medium.com,false
9,https://medium.com/@shivambhadani_?source=post_page---byline--f06cdc80a1fc---------------------------------------,Shivam Bhadani,link,medium.com,false
10,https://medium.com/m/signin?actionUrl=https%3A%2F%2Fmedium.com%2F_%2Fvote%2Fp%2Ff06cdc80a1fc&operation=register&redirect=https%3A%2F%2Fmedium.com%2F%40shivambhadani_%2Faws-part-1-introduction-to-cloud-and-ec2-f06cdc80a1fc&user=Shivam+Bhadani&userId=821bb7e71b90&source=---header_actions--f06cdc80a1fc---------------------clap_footer------------------,,link,medium.com,false
11,https://medium.com/m/signin?actionUrl=https%3A%2F%2Fmedium.com%2F_%2Fbookmark%2Fp%2Ff06cdc80a1fc&operation=register&redirect=https%3A%2F%2Fmedium.com%2F%40shivambhadani_%2Faws-part-1-introduction-to-cloud-and-ec2-f06cdc80a1fc&source=---header_actions--f06cdc80a1fc---------------------bookmark_footer------------------,,link,medium.com,false
12,https://medium.com/m/signin?actionUrl=https%3A%2F%2Fmedium.com%2Fplans%3Fdimension%3Dpost_audio_button%26postId%3Df06cdc80a1fc&operation=register&redirect=https%3A%2F%2Fmedium.com%2F%40shivambhadani_%2Faws-part-1-introduction-to-cloud-and-ec2-f06cdc80a1fc&source=---header_actions--f06cdc80a1fc---------------------post_audio_button------------------,Listen,link,medium.com,false
13,https://aws.amazon.com/console/,Amazon Web Services (AWS),link,aws.amazon.com,true
14,https://github.com/shivam-bhadani/Simple-Nodejs-Server,this nodejs server,link,github.com,true
15,https://aws.amazon.com/ec2/pricing/on-demand/,here,link,aws.amazon.com,true
16,https://aws.amazon.com/free,here,link,aws.amazon.com,true
17,https://youtu.be/wjbbl0TTMeo?si=K34FKsia7k0n4yyN,this video,link,youtu.be,true
18,https://github.com/shivam-bhadani/Simple-Nodejs-Server,https://github.com/shivam-bhadani/Simple-Nodejs-Server,link,github.com,true
19,https://aws.amazon.com/console/,AWS Console,link,aws.amazon.com,true
20,https://medium.com/u/821bb7e71b90?source=post_page---user_mention--f06cdc80a1fc---------------------------------------,Shivam Bhadani,link,medium.com,false
21,https://buymeacoffee.com/shivambhadani_,https://buymeacoffee.com/shivambhadani_,link,buymeacoffee.com,true
22,https://x.com/shivambhadani_,Twitter,link,x.com,true
23,https://www.linkedin.com/in/shivambhadani/,LinkedIn,link,www.linkedin.com,true
24,https://medium.com/tag/aws?source=post_page-----f06cdc80a1fc---------------------------------------,AWS,link,medium.com,false
25,https://medium.com/tag/aws-ec2?source=post_page-----f06cdc80a1fc---------------------------------------,Aws Ec2,link,medium.com,false
26,https://medium.com/m/signin?actionUrl=https%3A%2F%2Fmedium.com%2F_%2Fvote%2Fp%2Ff06cdc80a1fc&operation=register&redirect=https%3A%2F%2Fmedium.com%2F%40shivambhadani_%2Faws-part-1-introduction-to-cloud-and-ec2-f06cdc80a1fc&user=Shivam+Bhadani&userId=821bb7e71b90&source=---footer_actions--f06cdc80a1fc---------------------clap_footer------------------,,link,medium.com,false
27,https://medium.com/m/signin?actionUrl=https%3A%2F%2Fmedium.com%2F_%2Fvote%2Fp%2Ff06cdc80a1fc&operation=register&redirect=https%3A%2F%2Fmedium.com%2F%40shivambhadani_%2Faws-part-1-introduction-to-cloud-and-ec2-f06cdc80a1fc&user=Shivam+Bhadani&userId=821bb7e71b90&source=---footer_actions--f06cdc80a1fc---------------------clap_footer------------------,,link,medium.com,false
28,https://medium.com/m/signin?actionUrl=https%3A%2F%2Fmedium.com%2F_%2Fbookmark%2Fp%2Ff06cdc80a1fc&operation=register&redirect=https%3A%2F%2Fmedium.com%2F%40shivambhadani_%2Faws-part-1-introduction-to-cloud-and-ec2-f06cdc80a1fc&source=---footer_actions--f06cdc80a1fc---------------------bookmark_footer------------------,,link,medium.com,false
