Index,URL,Text,Type,Domain,IsExternal
1,https://x.com/i/keyboard_shortcuts,View keyboard shortcuts,link,x.com,false
2,https://x.com/home,,link,x.com,false
3,https://x.com/home,Home,link,x.com,false
4,https://x.com/explore,Explore,link,x.com,false
5,https://x.com/notifications,20+Notifications,link,x.com,false
6,https://x.com/messages,Messages,link,x.com,false
7,https://x.com/i/grok,Grok,link,x.com,false
8,https://x.com/i/bookmarks,Bookmarks,link,x.com,false
9,https://x.com/jobs,Jobs,link,x.com,false
10,https://x.com/queenhaley___/communities,Communities,link,x.com,false
11,https://x.com/i/premium_sign_up,Premium,link,x.com,false
12,https://x.com/i/verified-orgs-signup,Verified Orgs,link,x.com,false
13,https://x.com/queenhaley___,Profile,link,x.com,false
14,https://x.com/compose/post,Post,link,x.com,false
15,https://x.com/queenhaley___/header_photo,,link,x.com,false
16,https://x.com/queenhaley___/photo,,link,x.com,false
17,https://x.com/settings/profile,Edit profile,link,x.com,false
18,https://x.com/queenhaley___/following,"2,854 Following",link,x.com,false
19,https://x.com/queenhaley___/verified_followers,130 Followers,link,x.com,false
20,https://x.com/queenhaley___,Posts,link,x.com,false
21,https://x.com/queenhaley___/with_replies,Replies,link,x.com,false
22,https://x.com/queenhaley___/highlights,Highlights,link,x.com,false
23,https://x.com/queenhaley___/articles,Articles,link,x.com,false
24,https://x.com/queenhaley___/media,Media,link,x.com,false
25,https://x.com/queenhaley___/likes,Likes,link,x.com,false
26,https://x.com/queenhaley___,,link,x.com,false
27,https://x.com/queenhaley___,Haley nia,link,x.com,false
28,https://x.com/queenhaley___,@queenhaley___,link,x.com,false
29,https://x.com/queenhaley___/status/1939549525242175906,12m,link,x.com,false
30,https://x.com/queenhaley___/status/1939549525242175906/analytics,1,link,x.com,false
31,https://x.com/queenhaley___,,link,x.com,false
32,https://x.com/queenhaley___,Haley nia,link,x.com,false
33,https://x.com/queenhaley___,@queenhaley___,link,x.com,false
34,https://x.com/queenhaley___/status/1939549522281295958,12m,link,x.com,false
35,https://x.com/queenhaley___/status/1939549522281295958/analytics,,link,x.com,false
36,https://x.com/desihova,,link,x.com,false
37,https://x.com/desihova,Desi,link,x.com,false
38,https://x.com/desihova,@desihova,link,x.com,false
39,https://x.com/desihova/status/1937507386203213996,Jun 24,link,x.com,false
40,https://x.com/desihova/status/1937507386203213996/analytics,1.6K,link,x.com,false
41,https://x.com/queenhaley___,,link,x.com,false
42,https://x.com/queenhaley___,Haley nia,link,x.com,false
43,https://x.com/queenhaley___,@queenhaley___,link,x.com,false
44,https://x.com/queenhaley___/status/1937860182190535139,Jun 25,link,x.com,false
45,https://x.com/queenhaley___/status/1937860182190535139/analytics,7,link,x.com,false
46,https://x.com/queenhaley___,,link,x.com,false
47,https://x.com/queenhaley___,Haley nia,link,x.com,false
48,https://x.com/queenhaley___,@queenhaley___,link,x.com,false
49,https://x.com/queenhaley___/status/1935364608539201613,Jun 18,link,x.com,false
50,https://x.com/NatonyaSheilaa,@NatonyaSheilaa,link,x.com,false
51,https://x.com/queenhaley___/status/1935364608539201613/analytics,2,link,x.com,false
52,https://x.com/queenhaley___,,link,x.com,false
53,https://x.com/queenhaley___,Haley nia,link,x.com,false
54,https://x.com/queenhaley___,@queenhaley___,link,x.com,false
55,https://x.com/queenhaley___/status/1932782429439250454,Jun 11,link,x.com,false
56,https://x.com/paigejablonski,@paigejablonski,link,x.com,false
57,https://x.com/queenhaley___/status/1932782429439250454/analytics,18,link,x.com,false
58,https://x.com/XCaseFiles,,link,x.com,false
59,https://x.com/XCaseFiles,X Case Files,link,x.com,false
60,https://x.com/XCaseFiles,@XCaseFiles,link,x.com,false
61,https://x.com/anyadior1,,link,x.com,false
62,https://x.com/anyadior1,BOSS BABY,link,x.com,false
63,https://x.com/anyadior1,@anyadior1,link,x.com,false
64,https://x.com/TimmyBackwoods,,link,x.com,false
65,https://x.com/TimmyBackwoods,Tim,link,x.com,false
66,https://x.com/TimmyBackwoods,@TimmyBackwoods,link,x.com,false
67,https://x.com/i/connect_people?user_id=1460887925227413507,Show more,link,x.com,false
68,https://x.com/paigejablonski,,link,x.com,false
69,https://x.com/paigejablonski,PJ,link,x.com,false
70,https://x.com/paigejablonski,@paigejablonski,link,x.com,false
71,https://x.com/paigejablonski/status/1932058400721932319,Jun 9,link,x.com,false
72,https://x.com/paigejablonski/status/1932058400721932319/analytics,90,link,x.com,false
73,https://x.com/queenhaley___,,link,x.com,false
74,https://x.com/queenhaley___,Haley nia,link,x.com,false
75,https://x.com/queenhaley___,@queenhaley___,link,x.com,false
76,https://x.com/queenhaley___/status/1932151163132219727,Jun 9,link,x.com,false
77,https://x.com/queenhaley___/status/1932151163132219727/analytics,15,link,x.com,false
78,https://x.com/queenhaley___,,link,x.com,false
79,https://x.com/queenhaley___,Haley nia,link,x.com,false
80,https://x.com/queenhaley___,@queenhaley___,link,x.com,false
81,https://x.com/queenhaley___/status/1932139208954515952,Jun 9,link,x.com,false
82,https://x.com/IsabelMiguel_,@IsabelMiguel_,link,x.com,false
83,https://x.com/queenhaley___/status/1932139208954515952/analytics,7,link,x.com,false
84,https://x.com/queenhaley___,,link,x.com,false
85,https://x.com/queenhaley___,Haley nia,link,x.com,false
86,https://x.com/queenhaley___,@queenhaley___,link,x.com,false
87,https://x.com/queenhaley___/status/1927798130566684976,May 28,link,x.com,false
88,https://x.com/paigejablonski,@paigejablonski,link,x.com,false
89,https://x.com/queenhaley___/status/1927798130566684976/analytics,6,link,x.com,false
90,https://x.com/queenhaley___,,link,x.com,false
91,https://x.com/queenhaley___,Haley nia,link,x.com,false
92,https://x.com/queenhaley___,@queenhaley___,link,x.com,false
93,https://x.com/queenhaley___/status/1918599335161254271,May 3,link,x.com,false
94,https://x.com/grok,@grok,link,x.com,false
95,https://x.com/queenhaley___/status/1918599335161254271/analytics,8,link,x.com,false
96,https://x.com/queenhaley___,,link,x.com,false
97,https://x.com/queenhaley___,Haley nia,link,x.com,false
98,https://x.com/queenhaley___,@queenhaley___,link,x.com,false
99,https://x.com/queenhaley___/status/1860386880782487787,"Nov 23, 2024",link,x.com,false
100,https://x.com/IsabelMiguel_,@IsabelMiguel_,link,x.com,false
101,https://x.com/queenhaley___/status/1860386880782487787/analytics,13,link,x.com,false
102,https://x.com/queenhaley___,,link,x.com,false
103,https://x.com/queenhaley___,Haley nia,link,x.com,false
104,https://x.com/queenhaley___,@queenhaley___,link,x.com,false
105,https://x.com/queenhaley___/status/1860187573504917773,"Nov 23, 2024",link,x.com,false
106,https://x.com/IsabelMiguel_,@IsabelMiguel_,link,x.com,false
107,https://x.com/queenhaley___/status/1860187573504917773/analytics,10,link,x.com,false
108,https://x.com/queenhaley___,,link,x.com,false
109,https://x.com/queenhaley___,Haley nia,link,x.com,false
110,https://x.com/queenhaley___,@queenhaley___,link,x.com,false
111,https://x.com/queenhaley___/status/1860031133364502929,"Nov 22, 2024",link,x.com,false
112,https://x.com/IsabelMiguel_,@IsabelMiguel_,link,x.com,false
113,https://x.com/queenhaley___/status/1860031133364502929/analytics,10,link,x.com,false
114,https://x.com/queenhaley___,,link,x.com,false
115,https://x.com/queenhaley___,Haley nia,link,x.com,false
116,https://x.com/queenhaley___,@queenhaley___,link,x.com,false
117,https://x.com/queenhaley___/status/1859665165190562211,"Nov 21, 2024",link,x.com,false
118,https://x.com/IsabelMiguel_,@IsabelMiguel_,link,x.com,false
119,https://x.com/queenhaley___/status/1859665165190562211/analytics,6,link,x.com,false
120,https://x.com/queenhaley___,,link,x.com,false
121,https://x.com/queenhaley___,Haley nia,link,x.com,false
122,https://x.com/queenhaley___,@queenhaley___,link,x.com,false
123,https://x.com/queenhaley___/status/1856791658882384132,"Nov 13, 2024",link,x.com,false
124,https://x.com/paigejablonski,@paigejablonski,link,x.com,false
125,https://x.com/queenhaley___/status/1856791658882384132/analytics,9,link,x.com,false
126,https://x.com/queenhaley___,,link,x.com,false
127,https://x.com/queenhaley___,Haley nia,link,x.com,false
128,https://x.com/queenhaley___,@queenhaley___,link,x.com,false
